date,close
2017/2/27,122.4
2017/2/28,122.21
2017/3/1,123.86
2017/3/2,123.63
2017/3/3,123.79
2017/3/6,123.71
2017/3/7,123.83
2017/3/8,124.1
2017/3/9,125.95
2017/3/10,126.21
2017/3/13,126.68
2017/3/14,127.05
2017/3/15,128.96
2017/3/16,128.46
2017/3/17,128.06
2017/3/20,128.07
2017/3/21,127.25
2017/3/22,126.26
2017/3/23,125.9
2017/3/24,125.48
2017/3/27,125.8
2017/3/28,125.66
2017/3/29,124.92
2017/3/30,124.66
2017/3/31,124.55
2017/4/3,124.69
2017/4/4,124.68
2017/4/5,124.8
2017/4/6,125.05
2017/4/7,124.92
2017/4/10,124.34
2017/4/11,124.22
2017/4/12,125.4
2017/4/13,124.99
2017/4/17,125.72
2017/4/18,121.82
2017/4/19,121.37
2017/4/20,121.87
2017/4/21,121.76
2017/4/24,122.89
2017/4/25,123.43
2017/4/26,123.51
2017/4/27,123.74
2017/4/28,123.47
2017/5/1,123.34
2017/5/2,123.7
2017/5/3,123.33
2017/5/4,123.95
2017/5/5,123.51
2017/5/8,123.25
2017/5/9,123.21
2017/5/10,122.81
2017/5/11,123.2
2017/5/12,123.64
2017/5/15,126.99
2017/5/16,127.77
2017/5/17,126.67
2017/5/18,126.97
2017/5/19,127
2017/5/22,127.26
2017/5/23,127.52
2017/5/24,127.51
2017/5/25,127.53
2017/5/26,126.92
2017/5/30,127.11
2017/5/31,128.25
2017/6/1,128.78
2017/6/2,130.08
2017/6/5,130.36
2017/6/6,130.83
2017/6/7,130.75
2017/6/8,130.55
2017/6/9,131.53
2017/6/12,131.82
2017/6/13,132.02
2017/6/14,132.77
2017/6/15,133.04
2017/6/16,134.35
2017/6/19,134.07
2017/6/20,134.22
2017/6/21,134.91
2017/6/22,136.05
2017/6/23,136.43
2017/6/26,136.34
2017/6/27,135.01
2017/6/28,133.82
2017/6/29,132.64
2017/6/30,132.29
2017/7/3,132.9
2017/7/5,133.64
2017/7/6,132.52
2017/7/7,132.54
2017/7/10,131.55
2017/7/11,131.23
2017/7/12,132.23
2017/7/13,131.86
2017/7/14,132.6
2017/7/17,132.15
2017/7/18,134.46
2017/7/19,135.21
2017/7/20,136.57
2017/7/21,135.31
2017/7/24,133.01
2017/7/25,131.88
2017/7/26,130.95
2017/7/27,130.83
2017/7/28,131.85
2017/7/31,132.72
2017/8/1,132.51
2017/8/2,132.16
2017/8/3,133.35
2017/8/4,133.18
2017/8/7,132.86
2017/8/8,132.27
2017/8/9,133.23
2017/8/10,133.09
2017/8/11,133.1
2017/8/14,133.48
2017/8/15,133.38
2017/8/16,134.17
2017/8/17,133.04
2017/8/18,132.63
2017/8/21,133.45
2017/8/22,134.7
2017/8/23,132.8
2017/8/24,132.89
2017/8/25,131.68
2017/8/28,131.74
2017/8/29,132.21
2017/8/30,131.07
2017/8/31,132.37
2017/9/1,131.03
2017/9/5,129.9
2017/9/6,130.67
2017/9/7,132.19
2017/9/8,130.98
2017/9/11,133.21
2017/9/12,132.63
2017/9/13,132.45
2017/9/14,134.18
2017/9/15,134.45
2017/9/18,135.38
2017/9/19,135.22
2017/9/20,133.22
2017/9/21,131.75
2017/9/22,131.39
2017/9/25,131.17
2017/9/26,130.94
2017/9/27,129.75
2017/9/28,129.47
2017/9/29,130.01
2017/10/2,131.22
2017/10/3,132.1
2017/10/4,132.89
2017/10/5,133.19
2017/10/6,133.22
2017/10/9,133.45
2017/10/10,133.9
2017/10/11,136.65
2017/10/12,136.83
2017/10/13,136.43
2017/10/16,136.12
2017/10/17,140.79
2017/10/18,140.68
2017/10/19,142.04
2017/10/20,142.4
2017/10/23,143.62
2017/10/24,141.64
2017/10/25,142.36
2017/10/26,141.81
2017/10/27,141.78
2017/10/30,140
2017/10/31,139.41
2017/11/1,139.98
2017/11/2,139.93
2017/11/3,140.08
2017/11/6,139.76
2017/11/7,139.77
2017/11/8,141.32
2017/11/9,140.35
2017/11/10,139.56
2017/11/13,139.76
2017/11/14,139.49
2017/11/15,139.1
2017/11/16,138.87
2017/11/17,138
2017/11/20,137.93
2017/11/21,138.34
2017/11/22,137.29
2017/11/24,138.01
2017/11/27,138.1
2017/11/28,140.02
2017/11/29,139.81
2017/11/30,139.33
2017/12/1,139.98
2017/12/4,139.01
2017/12/5,139.67
2017/12/6,141.06
2017/12/7,140.01
2017/12/8,140.59
2017/12/11,141.14
2017/12/12,142.6
2017/12/13,142.89
2017/12/14,141.65
2017/12/15,142.46
2017/12/18,141.8
2017/12/19,141.78
2017/12/20,141.16
2017/12/21,141.06
2017/12/22,140.12
2017/12/26,140.09
2017/12/27,140.57
2017/12/28,140.56
2017/12/29,139.72
2018/1/2,139.23
2018/1/3,140.56
2018/1/4,140.55
2018/1/5,141.71
2018/1/8,141.89
2018/1/9,144.14
2018/1/10,143.97
2018/1/11,144.79
2018/1/12,145.76
2018/1/16,146.86
2018/1/17,146.98
2018/1/18,146.92
2018/1/19,147.36
2018/1/22,148.14
2018/1/23,141.83
2018/1/24,142.07
2018/1/25,144.4
2018/1/26,145.33
2018/1/29,143.68
2018/1/30,142.43
2018/1/31,138.19
2018/2/1,140.02
2018/2/2,137.68
2018/2/5,130.39
2018/2/6,131.83
2018/2/7,131.42
2018/2/8,126.36
2018/2/9,129.53
2018/2/12,130.27
2018/2/13,129.96
2018/2/14,129.67
2018/2/15,131.23
2018/2/16,133.15
2018/2/20,130.87
2018/2/21,129.91
2018/2/22,129.91
2018/2/23,132.02
2018/2/26,132.07
2018/2/27,131.67
2018/2/28,129.88
2018/3/1,127.28
2018/3/2,128.82
2018/3/5,129.79
2018/3/6,128.22
2018/3/7,129.04
2018/3/8,132.06
2018/3/9,133.8
2018/3/12,132.63
2018/3/13,134.35
2018/3/14,132.32
2018/3/15,133.06
2018/3/16,133.68
2018/3/19,130.24
2018/3/20,131.21
2018/3/21,131.19
2018/3/22,127.38
2018/3/23,125.1
2018/3/26,127.39
2018/3/27,127.21
2018/3/28,127.45
2018/3/29,128.15
2018/4/2,124.56
2018/4/3,128.35
2018/4/4,130.41
2018/4/5,130.71
2018/4/6,128.1
2018/4/9,129.48
2018/4/10,130.25
2018/4/11,129.63
2018/4/12,130.43
2018/4/13,130.62
2018/4/16,131.76
2018/4/17,130.54
2018/4/18,127.72
2018/4/19,127.55
2018/4/20,126.66
2018/4/23,126.83
2018/4/24,126.19
2018/4/25,126.76
2018/4/26,128.01
2018/4/27,128.27
2018/4/30,126.49
2018/5/1,126.01
2018/5/2,123.5
2018/5/3,123.03
2018/5/4,124.19
2018/5/7,123.59
2018/5/8,122.61
2018/5/9,123.51
2018/5/10,125.35
2018/5/11,127.24
2018/5/14,126.06
2018/5/15,125.13
2018/5/16,125.35
2018/5/17,123.85
2018/5/18,124.24
2018/5/21,123.72
2018/5/22,122.91
2018/5/23,123.45
2018/5/24,122.25
2018/5/25,121.47
2018/5/29,119.4
2018/5/30,120.97
2018/5/31,119.62
2018/6/1,121.26
2018/6/4,121.95
2018/6/5,121.48
2018/6/6,122.79
2018/6/7,123.33
2018/6/8,124.06
2018/6/11,122.66
2018/6/12,122.54
2018/6/13,122.63
2018/6/14,122.41
2018/6/15,122.61
2018/6/18,121.32
2018/6/19,122.57
2018/6/20,122.04
2018/6/21,121.45
2018/6/22,122.84
2018/6/25,122.59
2018/6/26,122.35
2018/6/27,121.61
2018/6/28,122
2018/6/29,121.34
2018/7/2,121.58
2018/7/3,122.71
2018/7/5,125
2018/7/6,125.75
2018/7/9,126.05
2018/7/10,127.38
2018/7/11,126.24
2018/7/12,127.76
2018/7/13,125.93
2018/7/16,124.69
2018/7/17,129.11
2018/7/18,127.8
2018/7/19,125.94
2018/7/20,125.85
2018/7/23,126.63
2018/7/24,129.36
2018/7/25,128.62
2018/7/26,130.28
2018/7/27,131.55
2018/7/30,132.17
2018/7/31,132.52
2018/8/1,132.64
2018/8/2,131.25
2018/8/3,131.95
2018/8/6,132.02
2018/8/7,131.46
2018/8/8,131.17
2018/8/9,131.2
2018/8/10,130.75
2018/8/13,130.22
2018/8/14,129.5
2018/8/15,130.43
2018/8/16,132.48
2018/8/17,134.47
2018/8/20,136.88
2018/8/21,135.35
2018/8/22,134.61
2018/8/23,135.11
2018/8/24,135.95
2018/8/27,134.92
2018/8/28,134.32
2018/8/29,134.86
2018/8/30,134.95
2018/8/31,134.69
2018/9/4,133.72
2018/9/5,135.86
2018/9/6,136.87
2018/9/7,137.32
2018/9/10,137.21
2018/9/11,138.51
2018/9/12,139.36
2018/9/13,139.89
2018/9/14,139.49
2018/9/17,139.96
2018/9/18,140.54
2018/9/19,140.46
2018/9/20,141.98
2018/9/21,142.88
2018/9/24,140.47
2018/9/25,138.64
2018/9/26,138.16
2018/9/27,138.22
2018/9/28,138.17
2018/10/1,139.69
2018/10/2,140.48
2018/10/3,139.03
2018/10/4,139.35
2018/10/5,139.1
2018/10/8,139.39
2018/10/9,139.2
2018/10/10,137.73
2018/10/11,133.84
2018/10/12,133.87
2018/10/15,133.95
2018/10/16,136.56
2018/10/17,139.46
2018/10/18,139.5
2018/10/19,139.05
2018/10/22,138.68
2018/10/23,138.93
2018/10/24,137.47
2018/10/25,138.47
2018/10/26,136.97
2018/10/29,137.55
2018/10/30,140.75
2018/10/31,139.99
2018/11/1,140.82
2018/11/2,140.68
2018/11/5,142.2
2018/11/6,142.57
2018/11/7,144.75
2018/11/8,145.3
2018/11/9,145.34
2018/11/12,145.62
2018/11/13,144.68
2018/11/14,144.25
2018/11/15,144.5
2018/11/16,145.99
2018/11/19,147.73
2018/11/20,146.45
2018/11/21,141.99
2018/11/23,142.23
2018/11/26,141.37
2018/11/27,143.22
2018/11/28,146.44
2018/11/29,145.85
2018/11/30,146.9
2018/12/3,146.21
2018/12/4,146.03
2018/12/6,145.91
2018/12/7,145.43
2018/12/10,145.26
2018/12/11,146.5
2018/12/12,147.1
2018/12/13,147.84
2018/12/14,133
2018/12/17,129.14
2018/12/18,130.42
2018/12/19,127.61
2018/12/20,128.27
2018/12/21,128.09
2018/12/24,122.84
2018/12/26,126.71
2018/12/27,127.41
2018/12/28,127.27
2018/12/31,129.05
2019/1/2,127.75
2019/1/3,125.72
2019/1/4,127.83
2019/1/7,127.01
2019/1/8,129.96
2019/1/9,128.93
2019/1/10,129.71
2019/1/11,129.75
2019/1/14,128.28
2019/1/15,129.36
2019/1/16,128.04
2019/1/17,129.09
2019/1/18,130.69
2019/1/22,128.8
2019/1/23,128.8
2019/1/24,127.03
2019/1/25,128.23
2019/1/28,128.99
2019/1/29,130.33
2019/1/30,131.64
2019/1/31,133.08
2019/2/1,134.2
2019/2/4,132.88
2019/2/5,132.88
2019/2/6,133
2019/2/7,132.05
2019/2/8,132.4
2019/2/11,132
2019/2/12,134.16
2019/2/13,134.45
2019/2/14,134.31
2019/2/15,136.38
2019/2/19,135.69
2019/2/20,136.35
2019/2/21,135.42
2019/2/22,136.6
2019/2/25,136.2
2019/2/26,136.11
2019/2/27,135.87
2019/2/28,136.64
2019/3/1,138.35
2019/3/4,138.48
2019/3/5,138.77
2019/3/6,139.09
2019/3/7,138.24
2019/3/8,138.06
2019/3/11,138.56
2019/3/12,139.18
2019/3/13,139.41
2019/3/14,138.02
2019/3/15,137.6
2019/3/18,137.17
2019/3/19,138.44
2019/3/20,137.29
2019/3/21,138.1
2019/3/22,136.91
2019/3/25,136.61
2019/3/26,138.57
2019/3/27,138.7
2019/3/28,138.88
2019/3/29,139.79
2019/4/1,138.98
2019/4/2,137.71
2019/4/3,137.17
2019/4/4,135.57
2019/4/5,136.18
2019/4/8,136.14
2019/4/9,135.57
2019/4/10,135.58
2019/4/11,135.21
2019/4/12,135.98
2019/4/15,136.52
2019/4/16,138.02
2019/4/17,138.52
2019/4/18,137.52
2019/4/22,137.83
2019/4/23,139.9
2019/4/24,139.2
2019/4/25,139.65
2019/4/26,140.39
2019/4/29,139.84
2019/4/30,141.2
2019/5/1,141.95
2019/5/2,141.28
2019/5/3,142.01
2019/5/6,142.09
2019/5/7,139.97
2019/5/8,139.79
2019/5/9,138.73
2019/5/10,139.05
2019/5/13,137.2
2019/5/14,136.82
2019/5/15,136.91
2019/5/16,138.21
2019/5/17,138.61
2019/5/20,138.42
2019/5/21,138.12
2019/5/22,138.76
2019/5/23,139.79
2019/5/24,138.85
2019/5/28,137.07
2019/5/29,131.33
2019/5/30,132.11
2019/5/31,131.15
2019/6/3,131.44
2019/6/4,133.73
2019/6/5,134.38
2019/6/6,136.68
2019/6/7,138.55
2019/6/10,139.02
2019/6/11,139.78
2019/6/12,141.68
2019/6/13,140.71
2019/6/14,140.09
2019/6/17,139.44
2019/6/18,140.23
2019/6/19,140.45
2019/6/20,142.21
2019/6/21,142.09
2019/6/24,143.06
2019/6/25,144.24
2019/6/26,141.85
2019/6/27,140.69
2019/6/28,139.28
2019/7/1,139.36
2019/7/2,140.03
2019/7/3,142.14
2019/7/5,140.57
2019/7/8,140.97
2019/7/9,141.41
2019/7/10,141.21
2019/7/11,140.11
2019/7/12,134.3
2019/7/15,134.71
2019/7/16,132.5
2019/7/17,131.86
2019/7/18,132.07
2019/7/19,130.31
2019/7/22,128.64
2019/7/23,128.84
2019/7/24,129.78
2019/7/25,131.12
2019/7/26,130.73
2019/7/29,133.02
2019/7/30,132.08
2019/7/31,130.22
2019/8/1,130.29
2019/8/2,131.07
2019/8/5,130.16
2019/8/6,130.77
2019/8/7,130.21
2019/8/8,131.68
2019/8/9,132.04
2019/8/12,131.93
2019/8/13,133.42
2019/8/14,130.26
2019/8/15,130.54
2019/8/16,131.36
2019/8/19,132.25
2019/8/20,130.6
2019/8/21,131.53
2019/8/22,131.27
2019/8/23,127.73
2019/8/26,127.8
2019/8/27,129.64
2019/8/28,128.68
2019/8/29,128.24
2019/8/30,128.36
2019/9/3,128.74
2019/9/4,128.86
2019/9/5,128.58
2019/9/6,128.21
2019/9/9,126.95
2019/9/10,129.55
2019/9/11,131.17
2019/9/12,130.43
2019/9/13,130.78
2019/9/16,129.54
2019/9/17,129.67
2019/9/18,130.41
2019/9/19,130.11
2019/9/20,131.65
2019/9/23,131.74
2019/9/24,131.55
2019/9/25,130.99
2019/9/26,128.85
2019/9/27,128.6
2019/9/30,129.38
2019/10/1,129.99
2019/10/2,132
2019/10/3,131.19
2019/10/4,133.66
2019/10/7,133.16
2019/10/8,131.84
2019/10/9,129.22
2019/10/10,129.06
2019/10/11,131.33
2019/10/14,130.72
2019/10/15,132.84
2019/10/16,135.17
2019/10/17,136.17
2019/10/18,127.7
2019/10/21,128.02
2019/10/22,129.2
2019/10/23,129.9
2019/10/24,127.5
2019/10/25,128.35
2019/10/28,129.18
2019/10/29,129.12
2019/10/30,132.84
2019/10/31,132.04
2019/11/1,131.2
2019/11/4,130.23
2019/11/5,130.42
2019/11/6,130.96
2019/11/7,131.43
2019/11/8,133
2019/11/11,131.98
2019/11/12,131.35
2019/11/13,131.27
2019/11/14,130.96
2019/11/15,134.94
2019/11/18,134.83
2019/11/19,134.82
2019/11/20,135.94
2019/11/21,136.44
2019/11/22,138.07
2019/11/25,137.18
2019/11/26,137.17
2019/11/27,137.75
2019/11/29,137.49
2019/12/2,137.36
2019/12/3,137.16
2019/12/4,139.38
2019/12/5,139.56
2019/12/6,140.38
2019/12/9,140.5
2019/12/10,139.99
2019/12/11,140.98
2019/12/12,141.34
2019/12/13,141.38
2019/12/16,141.79
2019/12/17,143.56
2019/12/18,143.19
2019/12/19,145.35
2019/12/20,146.06
2019/12/23,146.44
2019/12/24,145.93
2019/12/26,145.83
2019/12/27,145.75
2019/12/30,145.3
2019/12/31,145.87
2020/1/2,145.97
2020/1/3,144.28
2020/1/6,144.1
2020/1/7,144.98
2020/1/8,144.96
2020/1/9,145.39
2020/1/10,145.06
2020/1/13,145.7
2020/1/14,146.52
2020/1/15,147.01
2020/1/16,148.2
2020/1/17,149.17
2020/1/21,149.27
2020/1/22,148.25
2020/1/23,148.53
2020/1/24,148.32
2020/1/27,148.75
2020/1/28,149.5
2020/1/29,150.54
2020/1/30,150.36
2020/1/31,148.87
2020/2/3,150.17
2020/2/4,151.6
2020/2/5,153.99
2020/2/6,153.53
2020/2/7,151.89
2020/2/10,151.86
2020/2/11,151.99
2020/2/12,151.09
2020/2/13,150.09
2020/2/14,150.13
2020/2/18,149.14
2020/2/19,148.94
2020/2/20,148.37
2020/2/21,149.93
2020/2/24,145.91
2020/2/25,144.65
2020/2/26,143.68
2020/2/27,139.12
2020/2/28,134.48
2020/3/2,140.02
2020/3/3,135.59
2020/3/4,143.48
2020/3/5,142.01
2020/3/6,142.03
2020/3/9,136.44
2020/3/10,141.64
2020/3/11,131.8
2020/3/12,125.41
2020/3/13,134.29
2020/3/16,127.13
2020/3/17,136.59
2020/3/18,134.96
2020/3/19,127.05
2020/3/20,119.89
2020/3/23,111.14
2020/3/24,119.18
2020/3/25,119.4
2020/3/26,126.57
2020/3/27,123.16
2020/3/30,133.01
2020/3/31,131.13
2020/4/1,128.81
2020/4/2,133.15
2020/4/3,134.17
2020/4/6,139.76
2020/4/7,137.48
2020/4/8,143.26
2020/4/9,141.23
2020/4/13,139.77
2020/4/14,146.03
2020/4/15,147.66
2020/4/16,149.67
2020/4/17,152.02
2020/4/20,151.67
2020/4/21,149.68
2020/4/22,152.99
2020/4/23,155.51
2020/4/24,154.86
2020/4/27,154.29
2020/4/28,151.39
2020/4/29,150.24
2020/4/30,150.04
2020/5/1,148.29
2020/5/4,148.27
2020/5/5,149.5
2020/5/6,148.08
2020/5/7,147.59
2020/5/8,148.7
2020/5/11,149.11
2020/5/12,147.14
2020/5/13,147.13
2020/5/14,147.64
2020/5/15,150.44
2020/5/18,150.52
2020/5/19,149.02
2020/5/20,147.68
2020/5/21,146.71
2020/5/22,144.37
2020/5/26,144.56
2020/5/27,144.89
2020/5/28,146.97
2020/5/29,148.75
2020/6/1,147.19
2020/6/2,148.25
2020/6/3,148.65
2020/6/4,146.73
2020/6/5,147.3
2020/6/8,146.77
2020/6/9,145.96
2020/6/10,147.8
2020/6/11,140.87
2020/6/12,142.15
2020/6/15,141.25
2020/6/16,144.46
2020/6/17,144.02
2020/6/18,143.41
2020/6/19,143.83
2020/6/22,143.39
2020/6/23,142.86
2020/6/24,139.82
2020/6/25,139.67
2020/6/26,137.81
2020/6/29,139.04
2020/6/30,140.63
2020/7/1,140.38
2020/7/2,140.97
2020/7/6,142.98
2020/7/7,142.85
2020/7/8,143.27
2020/7/9,142.49
2020/7/10,142.37
2020/7/13,145.21
2020/7/14,147.92
2020/7/15,148.26
2020/7/16,149.25
2020/7/17,149.35
2020/7/20,149.6
2020/7/21,149.74
2020/7/22,150.01
2020/7/23,149.61
2020/7/24,148.12
2020/7/27,147.18
2020/7/28,146.83
2020/7/29,146.54
2020/7/30,146.84
2020/7/31,145.76
2020/8/3,147.35
2020/8/4,147.22
2020/8/5,148.4
2020/8/6,147.55
2020/8/7,148.6
2020/8/10,148.03
2020/8/11,146.97
2020/8/12,149.66
2020/8/13,148
2020/8/14,148.24
2020/8/17,148.99
2020/8/18,150.09
2020/8/19,150.39
2020/8/20,151.42
2020/8/21,152.76
2020/8/24,152.15
2020/8/25,152.06
2020/8/26,152.3
2020/8/27,152.98
2020/8/28,153.64
2020/8/31,153.41
2020/9/1,151.52
2020/9/2,153.83
2020/9/3,149.55
2020/9/4,148.59
2020/9/8,147.26
2020/9/9,149.7
2020/9/10,146.91
2020/9/11,147.78
2020/9/14,148.35
2020/9/15,148.89
2020/9/16,148.4
2020/9/17,147.17
2020/9/18,149.18
2020/9/21,145.1
2020/9/22,144.21
2020/9/23,144.44
2020/9/24,144.67
2020/9/25,145.66
2020/9/28,147.11
2020/9/29,147.06
2020/9/30,148.88
2020/10/1,147.32
2020/10/2,146.24
2020/10/5,148.23
2020/10/6,146.26
2020/10/7,147.88
2020/10/8,148.89
2020/10/9,150.97
2020/10/12,151.84
2020/10/13,148.36
2020/10/14,148.1
2020/10/15,147.19
2020/10/16,148.1
2020/10/19,144.32
2020/10/20,144.55
2020/10/21,143.93
2020/10/22,145.08
2020/10/23,145.24
2020/10/26,143.97
2020/10/27,143.15
2020/10/28,138.36
2020/10/29,137.19
2020/10/30,137.11
2020/11/2,138.69
2020/11/3,138.5
2020/11/4,139.4
2020/11/5,139.76
2020/11/6,142.25
2020/11/9,146.08
2020/11/10,148.28
2020/11/11,147.8
2020/11/12,148.3
2020/11/13,149.9
2020/11/16,150.85
2020/11/17,149.35
2020/11/18,147.37
2020/11/19,147.14
2020/11/20,146.36
2020/11/23,143.87
2020/11/24,143.87
2020/11/25,143.68
2020/11/27,144
2020/11/30,144.68
2020/12/1,147.45
2020/12/2,148.14
2020/12/3,149
2020/12/4,150.27
2020/12/7,148.97
2020/12/8,151.55
2020/12/9,153.1
2020/12/10,152.25
2020/12/11,152.95
2020/12/14,149.07
2020/12/15,150.57
2020/12/16,149.67
2020/12/17,153.62
2020/12/18,154.51
2020/12/21,153.02
2020/12/22,152.72
2020/12/23,151.94
2020/12/24,152.47
2020/12/28,153.19
2020/12/29,154.14
2020/12/30,156.05
2020/12/31,157.38
2021/1/4,156.5
2021/1/5,158.34
2021/1/6,159.83
2021/1/7,160.37
2021/1/8,160.04
2021/1/11,159.37
2021/1/12,158.13
2021/1/13,157.89
2021/1/14,160.65
2021/1/15,160.3
2021/1/19,162.78
2021/1/20,162.38
2021/1/21,161.73
2021/1/22,163.55
2021/1/25,165.98
2021/1/26,170.48
2021/1/27,167.88
2021/1/28,169.16
2021/1/29,163.13
2021/2/1,162.71
2021/2/2,161.25
2021/2/3,160.5
2021/2/4,161.99
2021/2/5,164.45
2021/2/8,164.92
2021/2/9,166.27
2021/2/10,166.81
2021/2/11,166.06
2021/2/12,166.58
2021/2/16,165.07
2021/2/17,165.66
2021/2/18,165.74
2021/2/19,162.98
2021/2/22,161.87
2021/2/23,160.44
2021/2/24,162.59
2021/2/25,162.76
2021/2/26,158.46
2021/3/1,159.32
2021/3/2,159.02
2021/3/3,156.22
2021/3/4,153.07
2021/3/5,156.1
2021/3/8,157.4
2021/3/9,157.7
2021/3/10,159.15
2021/3/11,159.14
2021/3/12,159.6
2021/3/15,160.42
2021/3/16,161.37
2021/3/17,160.77
2021/3/18,160.47
2021/3/19,160.04
2021/3/22,160.5
2021/3/23,160.35
2021/3/24,161.91
2021/3/25,161.97
2021/3/26,164.93
2021/3/29,166.04
2021/3/30,165.01
2021/3/31,164.35
2021/4/1,162.83
2021/4/5,163.43
2021/4/6,163.39
2021/4/7,163.61
2021/4/8,162.97
2021/4/9,161.25
2021/4/12,161.64
2021/4/13,159.48
2021/4/14,159.92
2021/4/15,160.39
2021/4/16,162.24
2021/4/19,162.69
2021/4/20,166.48
2021/4/21,166.59
2021/4/22,165.18
2021/4/23,165.52
2021/4/26,164.12
2021/4/27,163.18
2021/4/28,161.98
2021/4/29,164.2
2021/4/30,162.73
2021/5/3,165.21
2021/5/4,167.77
2021/5/5,167.07
2021/5/6,167.74
2021/5/7,168.5
2021/5/10,170.27
2021/5/11,168.88
2021/5/12,168.2
2021/5/13,169.96
2021/5/14,170.22
2021/5/17,170.39
2021/5/18,170.45
2021/5/19,170.08
2021/5/20,171.07
2021/5/21,170.96
2021/5/24,170.55
2021/5/25,170.08
2021/5/26,169.07
2021/5/27,168.81
2021/5/28,169.25
2021/6/1,165.53
2021/6/2,166.2
2021/6/3,166.04
2021/6/4,165.97
2021/6/7,164.84
2021/6/8,163.39
2021/6/9,165.59
2021/6/10,167.08
2021/6/11,164.96
2021/6/14,165.37
2021/6/15,164.49
2021/6/16,164.43
2021/6/17,165.22
2021/6/18,161.98
2021/6/21,163.84
2021/6/22,163.62
2021/6/23,162.63
2021/6/24,163.37
2021/6/25,164.21
2021/6/28,164.02
2021/6/29,164.03
2021/6/30,164.74
2021/7/1,165.96
2021/7/2,168.98
2021/7/6,167.97
2021/7/7,169.41
2021/7/8,169.08
2021/7/9,169.75
2021/7/12,169.48
2021/7/13,169.27
2021/7/14,170.42
2021/7/15,168.37
2021/7/16,168.1
2021/7/19,166.88
2021/7/20,168.45
2021/7/21,169.49
2021/7/22,169.98
2021/7/23,171.79
2021/7/26,171.87
2021/7/27,172.66
2021/7/28,172.18
2021/7/29,172.18
2021/7/30,172.2
2021/8/2,172.27
2021/8/3,174.39
2021/8/4,173.36
2021/8/5,173.69
2021/8/6,173.11
2021/8/9,173.71
2021/8/10,173.77
2021/8/11,173.8
2021/8/12,175.2
2021/8/13,176.25
2021/8/16,177.84
2021/8/17,179.47
2021/8/18,177.19
2021/8/19,178.57
2021/8/20,179.44
2021/8/23,177.61
2021/8/24,175.39
2021/8/25,174.23
2021/8/26,173.3
2021/8/27,172.93
2021/8/30,173.66
2021/8/31,173.13
2021/9/1,173.74
2021/9/2,174.93
2021/9/3,175.04
2021/9/7,172.32
2021/9/8,171.9
2021/9/9,168.07
2021/9/10,166.97
2021/9/13,165.8
2021/9/14,164.8
2021/9/15,165.42
2021/9/16,165.22
2021/9/17,164.75
2021/9/20,163.81
2021/9/21,164.53
2021/9/22,163.93
2021/9/23,164.86
2021/9/24,164.36
2021/9/27,163.17
2021/9/28,162.81
2021/9/29,164.02
2021/9/30,161.5
2021/10/1,160.47
